filingDate,year,form,accessionNumber,DocumentName,is10K
2017-01-27,2017,4,0001628280-17-000550,xslF345X03/wf-form4_148555984128421.xml,0
2017-01-24,2017,4,0001628280-17-000379,xslF345X03/wf-form4_148530062501951.xml,0
2017-01-19,2017,4,0001628280-17-000312,xslF345X03/wf-form4_148486878103532.xml,0
2017-01-19,2017,4,0001628280-17-000311,xslF345X03/wf-form4_148486868606685.xml,0
2017-01-19,2017,SC 13G/A,0000215457-17-001275,apple.inc.txt,0
2017-01-10,2017,4,0001628280-17-000187,xslF345X03/wf-form4_148409101957980.xml,0
2017-01-06,2017,DEFA14A,0001193125-17-003764,d307349ddefa14a.htm,0
2017-01-06,2017,DEF 14A,0001193125-17-003753,d257185ddef14a.htm,0
2016-12-29,2016,4,0001628280-16-022242,xslF345X03/wf-form4_148305419385609.xml,0
2016-12-19,2016,4,0001628280-16-022104,xslF345X03/wf-form4_148219024507558.xml,0
2016-12-15,2016,8-K,0001628280-16-022047,form8-k121316.htm,0
2016-12-13,2016,4,0001628280-16-022020,xslF345X03/wf-form4_148167182511916.xml,0
2016-12-05,2016,NO ACT,9999999997-17-000002,9999999997-17-000002.paper,0
2016-11-22,2016,4,0001628280-16-021649,xslF345X03/wf-form4_147985741566624.xml,0
2016-11-09,2016,4,0001628280-16-021144,xslF345X03/wf-form4_147873426182746.xml,0
2016-11-04,2016,4,0001628280-16-020880,xslF345X03/wf-form4_147829870020970.xml,0
2016-11-04,2016,4,0001628280-16-020879,xslF345X03/wf-form4_147829865841782.xml,0
2016-10-31,2016,4,0001628280-16-020489,xslF345X03/wf-form4_147795306588441.xml,0
2016-10-31,2016,4,0001628280-16-020488,xslF345X03/wf-form4_147795302659560.xml,0
2016-10-27,2016,NO ACT,9999999997-17-000809,9999999997-17-000809.paper,0
2016-10-26,2016,NO ACT,9999999997-16-026607,9999999997-16-026607.paper,0
2016-10-26,2016,10-K,0001628280-16-020309,a201610-k9242016.htm,1
2016-10-25,2016,8-K,0001628280-16-020258,a8-kq420169242016.htm,0
2016-10-18,2016,4,0001628280-16-020124,xslF345X03/wf-form4_147683569837612.xml,0
2016-10-18,2016,4,0001628280-16-020123,xslF345X03/wf-form4_147683564629277.xml,0
2016-10-18,2016,4,0001628280-16-020122,xslF345X03/wf-form4_147683560738887.xml,0
2016-10-18,2016,4,0001628280-16-020121,xslF345X03/wf-form4_147683557180521.xml,0
2016-10-18,2016,4,0001628280-16-020120,xslF345X03/wf-form4_147683550360347.xml,0
2016-10-18,2016,4,0001628280-16-020119,xslF345X03/wf-form4_147683544277276.xml,0
2016-10-18,2016,4,0001628280-16-020118,xslF345X03/wf-form4_147683540573594.xml,0
2016-10-18,2016,4,0001628280-16-020117,xslF345X03/wf-form4_147683535525169.xml,0
2016-10-18,2016,4,0001628280-16-020116,xslF345X03/wf-form4_147683531628153.xml,0
2016-10-18,2016,4,0001628280-16-020115,xslF345X03/wf-form4_147683527630432.xml,0
2016-10-04,2016,4,0001628280-16-019941,xslF345X03/wf-form4_147562055033231.xml,0
2016-10-04,2016,4,0001628280-16-019940,xslF345X03/wf-form4_147562050387961.xml,0
2016-10-04,2016,4,0001628280-16-019939,xslF345X03/wf-form4_147562043093453.xml,0
2016-10-04,2016,4,0001628280-16-019938,xslF345X03/wf-form4_147562038659364.xml,0
2016-10-04,2016,4,0001628280-16-019937,xslF345X03/wf-form4_147562034516967.xml,0
2016-10-04,2016,4,0001628280-16-019936,xslF345X03/wf-form4_147562028803402.xml,0
2016-10-04,2016,4,0001628280-16-019935,xslF345X03/wf-form4_147562023937228.xml,0
2016-09-23,2016,4,0001628280-16-019757,xslF345X03/wf-form4_147467014510458.xml,0
2016-09-23,2016,4,0001628280-16-019756,xslF345X03/wf-form4_147467002403491.xml,0
2016-09-07,2016,4,0001628280-16-019444,xslF345X03/wf-form4_147328750918915.xml,0
2016-08-31,2016,4,0001628280-16-019324,xslF345X03/wf-form4_147268268998840.xml,0
2016-08-31,2016,4,0001628280-16-019323,xslF345X03/wf-form4_147268262634629.xml,0
2016-08-26,2016,4,0001628280-16-019269,xslF345X03/wf-form4_147224477588332.xml,0
2016-08-25,2016,4,0001628280-16-019247,xslF345X03/wf-form4_147216446949087.xml,0
2016-08-25,2016,4,0001628280-16-019246,xslF345X03/wf-form4_147216426172341.xml,0
2016-08-18,2016,4,0001628280-16-019152,xslF345X03/wf-form4_147155961339791.xml,0
2016-08-18,2016,4,0001628280-16-019151,xslF345X03/wf-form4_147155955918611.xml,0
2016-08-18,2016,4,0001628280-16-019150,xslF345X03/wf-form4_147155947423717.xml,0
2016-08-17,2016,4,0001628280-16-019109,xslF345X03/wf-form4_147147307599444.xml,0
2016-08-16,2016,4,0001628280-16-019099,xslF345X03/wf-form4_147138668237470.xml,0
2016-08-11,2016,4,0001628280-16-018921,xslF345X03/wf-form4_147095468544061.xml,0
2016-08-09,2016,4,0001628280-16-018832,xslF345X03/wf-form4_147078185707166.xml,0
2016-08-05,2016,4,0001628280-16-018636,xslF345X03/wf-form4_147043633400483.xml,0
2016-08-04,2016,8-K,0001193125-16-672044,d234980d8k.htm,0
2016-07-29,2016,424B2,0001193125-16-664603,d219391d424b2.htm,0
2016-07-29,2016,FWP,0001193125-16-662761,d234184dfwp.htm,0
2016-07-28,2016,424B2,0001193125-16-661201,d219391d424b2.htm,0
2016-07-27,2016,10-Q,0001628280-16-017809,a10-qq320166252016.htm,0
2016-07-26,2016,8-K,0001628280-16-017762,a8-kq320166252016.htm,0
2016-07-20,2016,4,0001628280-16-017677,xslF345X03/wf-form4_146905391104938.xml,0
2016-06-22,2016,8-K,0001193125-16-628957,d209946d8k.htm,0
2016-06-16,2016,4,0001209191-16-128301,xslF345X03/doc4.xml,0
2016-06-08,2016,424B2,0001193125-16-616649,d170613d424b2.htm,0
2016-06-07,2016,FWP,0001193125-16-615362,d205760dfwp.htm,0
2016-06-07,2016,424B2,0001193125-16-614374,d170613d424b2.htm,0
2016-06-02,2016,4,0001209191-16-125278,xslF345X03/doc4.xml,0
2016-06-01,2016,4,0001209191-16-124774,xslF345X03/doc4.xml,0
2016-06-01,2016,4,0001209191-16-124773,xslF345X03/doc4.xml,0
2016-06-01,2016,4,0001209191-16-124771,xslF345X03/doc4.xml,0
2016-05-31,2016,4,0001209191-16-124457,xslF345X03/doc4.xml,0
2016-05-31,2016,4,0001209191-16-124453,xslF345X03/doc4.xml,0
2016-05-25,2016,4,0001209191-16-123335,xslF345X03/doc4.xml,0
2016-05-03,2016,4,0001209191-16-117168,xslF345X03/doc4.xml,0
2016-04-28,2016,S-3ASR,0001193125-16-564177,d148887ds3asr.htm,0
2016-04-27,2016,10-Q,0001193125-16-559625,d165350d10q.htm,0
2016-04-26,2016,8-K,0001193125-16-556520,d325078d8k.htm,0
2016-04-19,2016,4,0001209191-16-114938,xslF345X03/doc4.xml,0
2016-04-19,2016,4,0001209191-16-114936,xslF345X03/doc4.xml,0
2016-04-19,2016,4,0001209191-16-114935,xslF345X03/doc4.xml,0
2016-04-05,2016,4,0001209191-16-113272,xslF345X03/doc4.xml,0
2016-04-05,2016,4,0001209191-16-113271,xslF345X03/doc4.xml,0
2016-04-05,2016,4,0001209191-16-113269,xslF345X03/doc4.xml,0
2016-04-05,2016,4,0001209191-16-113268,xslF345X03/doc4.xml,0
2016-04-05,2016,4,0001209191-16-113266,xslF345X03/doc4.xml,0
2016-04-05,2016,4,0001209191-16-113265,xslF345X03/doc4.xml,0
2016-04-01,2016,4,0001209191-16-111818,xslF345X03/doc4.xml,0
2016-03-30,2016,SD,0001193125-16-523320,d168894dsd.htm,0
2016-03-24,2016,8-K,0001193125-16-516891,d161597d8k.htm,0
2016-03-23,2016,4,0001209191-16-110273,xslF345X03/doc4.xml,0
2016-03-23,2016,4,0001209191-16-110272,xslF345X03/doc4.xml,0
2016-03-23,2016,4,0001209191-16-110271,xslF345X03/doc4.xml,0
2016-03-18,2016,424B2,0001193125-16-510499,d160217d424b2.htm,0
2016-03-18,2016,FWP,0001193125-16-509001,d168347dfwp.htm,0
2016-03-17,2016,4,0001209191-16-109249,xslF345X03/doc4.xml,0
2016-03-17,2016,424B2,0001193125-16-507590,d160217d424b2.htm,0
2016-03-08,2016,4,0001209191-16-107130,xslF345X03/doc4.xml,0
2016-03-01,2016,4,0001209191-16-104163,xslF345X03/doc4.xml,0
2016-03-01,2016,4,0001209191-16-104160,xslF345X03/doc4.xml,0
2016-03-01,2016,4,0001209191-16-104159,xslF345X03/doc4.xml,0
2016-03-01,2016,4,0001209191-16-104158,xslF345X03/doc4.xml,0
2016-03-01,2016,4,0001209191-16-104157,xslF345X03/doc4.xml,0
2016-03-01,2016,4,0001209191-16-104155,xslF345X03/doc4.xml,0
2016-03-01,2016,4,0001209191-16-104154,xslF345X03/doc4.xml,0
2016-03-01,2016,8-K,0001193125-16-488223,d150918d8k.htm,0
2016-02-23,2016,8-K,0001193125-16-473562,d143184d8k.htm,0
2016-02-17,2016,4,0001209191-16-099481,xslF345X03/doc4.xml,0
2016-02-17,2016,424B2,0001193125-16-467194,d60003d424b2.htm,0
2016-02-17,2016,FWP,0001193125-16-466166,d136832dfwp.htm,0
2016-02-16,2016,424B2,0001193125-16-463982,d60003d424b2.htm,0
2016-02-10,2016,SC 13G/A,0000932471-16-011528,appleinc.htm,0
2016-02-03,2016,4,0001209191-16-095503,xslF345X03/doc4.xml,0
2016-02-03,2016,4,0001209191-16-095501,xslF345X03/doc4.xml,0
2016-02-03,2016,4,0001209191-16-095500,xslF345X03/doc4.xml,0
2016-02-03,2016,4,0001209191-16-095498,xslF345X03/doc4.xml,0
2016-02-03,2016,4,0001209191-16-095495,xslF345X03/doc4.xml,0
2016-02-03,2016,4,0001209191-16-095494,xslF345X03/doc4.xml,0
2016-02-03,2016,4,0001209191-16-095491,xslF345X03/doc4.xml,0
2016-01-27,2016,10-Q,0001193125-16-439878,d66145d10q.htm,0
2016-01-26,2016,8-K,0001193125-16-438421,d22806d8k.htm,0
2016-01-25,2016,SC 13G/A,0000215457-16-002043,apple.inc.2015.txt,0
2016-01-14,2016,PX14A6G,0001214659-16-008862,m112160px14a6g.htm,0
2016-01-06,2016,DEFA14A,0001193125-16-422534,d10999ddefa14a.htm,0
2016-01-06,2016,DEF 14A,0001193125-16-422528,d79474ddef14a.htm,0
2015-12-28,2015,3,0001209191-15-087193,xslF345X02/doc3.xml,0
2015-12-22,2015,8-K,0001193125-15-410853,d55543d8k.htm,0
2015-12-17,2015,8-K,0001193125-15-406279,d107635d8k.htm,0
2015-12-14,2015,NO ACT,9999999997-15-015765,9999999997-15-015765.paper,0
2015-12-11,2015,NO ACT,9999999997-15-016011,9999999997-15-016011.paper,0
2015-11-16,2015,NO ACT,9999999997-15-014868,9999999997-15-014868.paper,0
2015-11-16,2015,NO ACT,9999999997-15-014867,9999999997-15-014867.paper,0
2015-11-10,2015,4,0001209191-15-079403,xslF345X03/doc4.xml,0
2015-11-06,2015,4,0001209191-15-078971,xslF345X03/doc4.xml,0
2015-11-03,2015,4,0001209191-15-078197,xslF345X03/doc4.xml,0
2015-11-03,2015,4,0001209191-15-078196,xslF345X03/doc4.xml,0
2015-11-03,2015,4,0001209191-15-078195,xslF345X03/doc4.xml,0
2015-10-28,2015,10-K,0001193125-15-356351,d17062d10k.htm,1
2015-10-27,2015,8-K,0001193125-15-354756,d74332d8k.htm,0
2015-10-22,2015,4,0001209191-15-076492,xslF345X03/doc4.xml,0
2015-10-19,2015,4,0001209191-15-076174,xslF345X03/doc4.xml,0
2015-10-19,2015,4,0001209191-15-076173,xslF345X03/doc4.xml,0
2015-10-19,2015,4,0001209191-15-076172,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074803,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074802,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074801,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074800,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074797,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074796,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074795,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074794,xslF345X03/doc4.xml,0
2015-10-07,2015,4,0001209191-15-074792,xslF345X03/doc4.xml,0
2015-10-05,2015,4,0001209191-15-074155,xslF345X03/doc4.xml,0
2015-10-05,2015,4,0001209191-15-074153,xslF345X03/doc4.xml,0
2015-10-05,2015,4,0001209191-15-074152,xslF345X03/doc4.xml,0
2015-10-05,2015,4,0001209191-15-074151,xslF345X03/doc4.xml,0
2015-10-05,2015,4,0001209191-15-074148,xslF345X03/doc4.xml,0
2015-10-05,2015,4,0001209191-15-074146,xslF345X03/doc4.xml,0
2015-10-05,2015,4,0001209191-15-074143,xslF345X03/doc4.xml,0
2015-10-02,2015,4,0001209191-15-073531,xslF345X03/doc4.xml,0
2015-10-02,2015,3,0001209191-15-073530,xslF345X02/doc3.xml,0
2015-10-02,2015,8-K,0001193125-15-336615,d10101d8k.htm,0
2015-09-18,2015,CERTNYS,9999999997-15-013472,9999999997-15-013472.paper,0
2015-09-17,2015,4,0001209191-15-071245,xslF345X03/doc4.xml,0
2015-09-17,2015,8-A12B,0001193125-15-322479,d88188d8a12b.htm,0
2015-09-17,2015,8-K,0001193125-15-322466,d31615d8k.htm,0
2015-09-11,2015,424B2,0001193125-15-318535,d13049d424b2.htm,0
2015-09-10,2015,FWP,0001193125-15-317144,d92507dfwp.htm,0
2015-09-10,2015,424B2,0001193125-15-316498,d13049d424b2.htm,0
2015-09-09,2015,4,0001209191-15-070022,xslF345X03/doc4.xml,0
2015-09-09,2015,UPLOAD,0000000000-15-044866,filename1.pdf,0
2015-08-31,2015,CORRESP,0001193125-15-307923,filename1.htm,0
2015-08-25,2015,4,0001209191-15-067882,xslF345X03/doc4.xml,0
2015-08-25,2015,4,0001209191-15-067879,xslF345X03/doc4.xml,0
2015-08-18,2015,4,0001209191-15-066683,xslF345X03/doc4.xml,0
2015-08-03,2015,CERTNYS,9999999997-15-012341,9999999997-15-012341.paper,0
2015-08-03,2015,8-A12B,0001193125-15-273818,d32826d8a12b.htm,0
2015-07-31,2015,8-K,0001193125-15-273023,d12789d8k.htm,0
2015-07-28,2015,4,0000899243-15-001800,xslF345X03/doc4.xml,0
2015-07-28,2015,4,0000899243-15-001799,xslF345X03/doc4.xml,0
2015-07-27,2015,424B2,0001193125-15-264078,d12679d424b2.htm,0
2015-07-24,2015,FWP,0001193125-15-262731,d95725dfwp.htm,0
2015-07-24,2015,424B2,0001193125-15-261843,d12679d424b2.htm,0
2015-07-22,2015,10-Q,0001193125-15-259935,d927922d10q.htm,0
2015-07-21,2015,4,0001181431-15-008793,xslF345X03/rrd426012.xml,0
2015-07-21,2015,8-K,0001193125-15-258464,d927923d8k.htm,0
2015-06-26,2015,4,0001181431-15-008603,xslF345X03/rrd425932.xml,0
2015-06-10,2015,8-K,0001193125-15-219298,d938654d8k.htm,0
2015-06-04,2015,424B2,0001193125-15-213423,d933467d424b2.htm,0
2015-06-04,2015,FWP,0001193125-15-212514,d933467dfwp.htm,0
2015-06-01,2015,4,0001181431-15-007696,xslF345X03/rrd425345.xml,0
2015-06-01,2015,424B2,0001193125-15-207526,d933467d424b2.htm,0
2015-05-29,2015,4,0001181431-15-007653,xslF345X03/rrd425310.xml,0
2015-05-29,2015,4,0001181431-15-007652,xslF345X03/rrd425353.xml,0
2015-05-19,2015,UPLOAD,0000000000-15-027161,filename1.pdf,0
2015-05-13,2015,8-K,0001193125-15-186064,d923398d8k.htm,0
2015-05-07,2015,424B2,0001193125-15-177428,d889792d424b2.htm,0
2015-05-07,2015,FWP,0001193125-15-175208,d889792dfwp.htm,0
2015-05-06,2015,424B2,0001193125-15-173308,d889792d424b2.htm,0
2015-05-05,2015,4,0001181431-15-006536,xslF345X03/rrd424652.xml,0
2015-05-04,2015,4,0001181431-15-006426,xslF345X03/rrd424602.xml,0
2015-04-28,2015,S-8,0001193125-15-153187,d915435ds8.htm,0
2015-04-28,2015,10-Q,0001193125-15-153166,d892246d10q.htm,0
2015-04-27,2015,4,0001181431-15-006137,xslF345X03/rrd424453.xml,0
2015-04-27,2015,4,0001181431-15-006136,xslF345X03/rrd424455.xml,0
2015-04-27,2015,8-K,0001193125-15-149607,d914157d8k.htm,0
2015-04-27,2015,8-K,0001193125-15-149590,d901296d8k.htm,0
2015-04-22,2015,4,0001181431-15-006034,xslF345X03/rrd424430.xml,0
2015-04-17,2015,4,0001181431-15-005969,xslF345X03/rrd424332.xml,0
2015-04-17,2015,4,0001181431-15-005967,xslF345X03/rrd424333.xml,0
2015-04-17,2015,4,0001181431-15-005966,xslF345X03/rrd424344.xml,0
2015-04-08,2015,4,0001181431-15-005693,xslF345X03/rrd424180.xml,0
2015-04-03,2015,4,0001181431-15-005581,xslF345X03/rrd424012.xml,0
2015-04-03,2015,4,0001181431-15-005580,xslF345X03/rrd424018.xml,0
2015-04-01,2015,CORRESP,0001193125-15-115893,filename1.htm,0
2015-03-20,2015,4,0001181431-15-004959,xslF345X03/rrd423730.xml,0
2015-03-17,2015,4,0001181431-15-004784,xslF345X03/rrd423619.xml,0
2015-03-13,2015,8-K,0001104659-15-019336,a15-5624_18k.htm,0
2015-03-12,2015,4,0001181431-15-004550,xslF345X03/rrd423480.xml,0
2015-03-12,2015,4,0001181431-15-004549,xslF345X03/rrd423481.xml,0
2015-03-12,2015,4,0001181431-15-004548,xslF345X03/rrd423482.xml,0
2015-03-12,2015,4,0001181431-15-004547,xslF345X03/rrd423483.xml,0
2015-03-12,2015,4,0001181431-15-004546,xslF345X03/rrd423484.xml,0
2015-03-12,2015,4,0001181431-15-004545,xslF345X03/rrd423485.xml,0
2015-03-11,2015,4,0001181431-15-004514,xslF345X03/rrd423486.xml,0
2015-03-06,2015,4,0001181431-15-004300,xslF345X03/rrd423308.xml,0
2015-03-04,2015,UPLOAD,0000000000-15-013496,filename1.pdf,0
2015-02-20,2015,4,0001181431-15-002943,xslF345X03/rrd422565.xml,0
2015-02-18,2015,4,0001181431-15-002743,xslF345X03/rrd422429.xml,0
2015-02-12,2015,SD,0001193125-15-045292,d864750dsd.htm,0
2015-02-10,2015,SC 13G,0000932471-15-003679,appleinc.htm,0
2015-02-09,2015,8-K,0001193125-15-039270,d868302d8k.htm,0
2015-02-03,2015,4,0001181431-15-001907,xslF345X03/rrd421940.xml,0
2015-02-03,2015,4,0001181431-15-001906,xslF345X03/rrd421942.xml,0
2015-02-03,2015,4,0001181431-15-001903,xslF345X03/rrd421943.xml,0
2015-02-03,2015,4,0001181431-15-001902,xslF345X03/rrd421944.xml,0
2015-02-03,2015,4,0001181431-15-001901,xslF345X03/rrd421946.xml,0
2015-02-03,2015,4,0001181431-15-001900,xslF345X03/rrd421947.xml,0
2015-02-03,2015,4,0001181431-15-001898,xslF345X03/rrd421948.xml,0
2015-02-03,2015,424B2,0001193125-15-031599,d861669d424b2.htm,0
2015-02-03,2015,FWP,0001193125-15-030106,d864529dfwp.htm,0
2015-02-02,2015,SC 13G/A,0001086364-15-001457,apple.inc.txt,0
2015-02-02,2015,424B2,0001193125-15-028777,d861669d424b2.htm,0
2015-01-30,2015,3,0001181431-15-001700,xslF345X02/rrd421794.xml,0
2015-01-28,2015,8-K,0001193125-15-023732,d835617d8k.htm,0
2015-01-28,2015,10-Q,0001193125-15-023697,d835533d10q.htm,0
2015-01-27,2015,4,0001181431-15-001513,xslF345X03/rrd421705.xml,0
2015-01-27,2015,8-K,0001193125-15-021857,d835619d8k.htm,0
2015-01-22,2015,DEFA14A,0001193125-15-017614,d851928ddefa14a.htm,0
2015-01-22,2015,DEF 14A,0001193125-15-017607,d774604ddef14a.htm,0
2015-01-02,2015,4,0001181431-15-000052,xslF345X03/rrd420908.xml,0
2014-12-30,2014,NO ACT,9999999997-15-000140,9999999997-15-000140.paper,0
2014-12-29,2014,NO ACT,9999999997-15-000139,9999999997-15-000139.paper,0
2014-12-23,2014,4,0001181431-14-039555,xslF345X03/rrd420694.xml,0
2014-12-11,2014,NO ACT,9999999997-14-016001,9999999997-14-016001.paper,0
2014-12-04,2014,NO ACT,9999999997-14-015701,9999999997-14-015701.paper,0
2014-11-25,2014,4,0001181431-14-037340,xslF345X03/rrd419334.xml,0
2014-11-21,2014,4,0001181431-14-037066,xslF345X03/rrd419259.xml,0
2014-11-13,2014,CERTNYS,9999999997-14-015004,9999999997-14-015004.paper,0
2014-11-12,2014,8-A12B,0001193125-14-409218,d818845d8a12b.htm,0
2014-11-10,2014,8-K,0001193125-14-406296,d816414d8k.htm,0
2014-11-07,2014,4,0001181431-14-035942,xslF345X03/rrd418443.xml,0
2014-11-05,2014,424B2,0001193125-14-398779,d812009d424b2.htm,0
2014-11-04,2014,FWP,0001193125-14-395979,d817191dfwp.htm,0
2014-11-04,2014,424B2,0001193125-14-394996,d812009d424b2.htm,0
2014-10-31,2014,4,0001181431-14-035179,xslF345X03/rrd418098.xml,0
2014-10-27,2014,10-K,0001193125-14-383437,d783162d10k.htm,1
2014-10-23,2014,4,0001181431-14-034755,xslF345X03/rrd417838.xml,0
2014-10-21,2014,4,0001181431-14-034625,xslF345X03/rrd417741.xml,0
2014-10-21,2014,4,0001181431-14-034624,xslF345X03/rrd417740.xml,0
2014-10-21,2014,4,0001181431-14-034623,xslF345X03/rrd417739.xml,0
2014-10-21,2014,4,0001181431-14-034622,xslF345X03/rrd417738.xml,0
2014-10-21,2014,4,0001181431-14-034621,xslF345X03/rrd417737.xml,0
2014-10-21,2014,4,0001181431-14-034620,xslF345X03/rrd417735.xml,0
2014-10-21,2014,4,0001181431-14-034619,xslF345X03/rrd417734.xml,0
2014-10-21,2014,4,0001181431-14-034618,xslF345X03/rrd417707.xml,0
2014-10-20,2014,8-K,0001193125-14-376361,d806538d8k.htm,0
2014-10-17,2014,4,0001181431-14-034487,xslF345X03/rrd417631.xml,0
2014-10-17,2014,4,0001181431-14-034486,xslF345X03/rrd417627.xml,0
2014-10-17,2014,4,0001181431-14-034485,xslF345X03/rrd417626.xml,0
2014-09-23,2014,4,0001181431-14-032544,xslF345X03/rrd416531.xml,0
2014-09-23,2014,4,0001181431-14-032543,xslF345X03/rrd416547.xml,0
2014-09-23,2014,4,0001181431-14-032542,xslF345X03/rrd416551.xml,0
2014-09-23,2014,4,0001181431-14-032541,xslF345X03/rrd416555.xml,0
2014-09-23,2014,4,0001181431-14-032540,xslF345X03/rrd416559.xml,0
2014-09-17,2014,4,0001181431-14-032241,xslF345X03/rrd416175.xml,0
2014-09-11,2014,4,0001181431-14-031782,xslF345X03/rrd415983.xml,0
2014-09-08,2014,4,0001181431-14-031565,xslF345X03/rrd415652.xml,0
2014-08-26,2014,4,0001181431-14-030218,xslF345X03/rrd415064.xml,0
2014-08-12,2014,4,0001181431-14-029015,xslF345X03/rrd414390.xml,0
2014-07-25,2014,4,0001181431-14-027428,xslF345X03/rrd413478.xml,0
2014-07-23,2014,8-K,0001193125-14-277193,d757212d8k.htm,0
2014-07-23,2014,10-Q,0001193125-14-277160,d740164d10q.htm,0
2014-07-22,2014,8-K,0001193125-14-275598,d760213d8k.htm,0
2014-07-17,2014,4,0001181431-14-026992,xslF345X03/rrd413224.xml,0
2014-07-17,2014,3,0001181431-14-026991,xslF345X02/rrd413223.xml,0
2014-07-17,2014,8-K,0001193125-14-271698,d758295d8k.htm,0
2014-06-26,2014,4,0001181431-14-025088,xslF345X03/rrd412295.xml,0
2014-06-06,2014,8-K,0001193125-14-228798,d739696d8k.htm,0
2014-06-03,2014,4,0001181431-14-022494,xslF345X03/rrd410759.xml,0
2014-06-03,2014,4,0001181431-14-022493,xslF345X03/rrd410741.xml,0
2014-05-30,2014,4,0001181431-14-021968,xslF345X03/rrd410500.xml,0
2014-05-30,2014,4,0001181431-14-021967,xslF345X03/rrd410403.xml,0
2014-05-30,2014,8-K,0001181431-14-021923,rrd410610.htm,0
2014-05-29,2014,SD,0001193125-14-217311,d729300dsd.htm,0
2014-05-06,2014,8-K,0001193125-14-184969,d721207d8k.htm,0
2014-05-05,2014,4,0001181431-14-017960,xslF345X03/rrd408240.xml,0
2014-05-05,2014,3,0001181431-14-017959,xslF345X02/rrd408156.xml,0
2014-04-30,2014,424B2,0001193125-14-172859,d717108d424b2.htm,0
2014-04-30,2014,FWP,0001193125-14-168389,d720312dfwp.htm,0
2014-04-29,2014,424B2,0001193125-14-164929,d717108d424b2.htm,0
2014-04-28,2014,4,0001181431-14-017038,xslF345X03/rrd407683.xml,0
2014-04-25,2014,S-8,0001193125-14-160171,d715382ds8.htm,0
2014-04-24,2014,4,0001181431-14-016878,xslF345X03/rrd407684.xml,0
2014-04-24,2014,10-Q,0001193125-14-157311,d694710d10q.htm,0
2014-04-23,2014,8-K,0001193125-14-154883,d715379d8k.htm,0
2014-04-23,2014,8-K,0001193125-14-154871,d715148d8k.htm,0
2014-04-17,2014,4,0001181431-14-016473,xslF345X03/rrd407494.xml,0
2014-04-17,2014,4,0001181431-14-016472,xslF345X03/rrd407498.xml,0
2014-04-17,2014,4,0001181431-14-016471,xslF345X03/rrd407500.xml,0
2014-03-31,2014,4,0001181431-14-014578,xslF345X03/rrd406363.xml,0
2014-03-18,2014,4,0001181431-14-013269,xslF345X03/rrd405745.xml,0
2014-03-11,2014,4,0001181431-14-012193,xslF345X03/rrd405014.xml,0
2014-03-06,2014,4,0001181431-14-011331,xslF345X03/rrd404606.xml,0
2014-03-05,2014,4,0001181431-14-011161,xslF345X03/rrd404166.xml,0
2014-03-05,2014,4,0001181431-14-011160,xslF345X03/rrd404163.xml,0
2014-03-05,2014,4,0001181431-14-011159,xslF345X03/rrd404157.xml,0
2014-03-05,2014,4,0001181431-14-011158,xslF345X03/rrd404150.xml,0
2014-03-05,2014,4,0001181431-14-011157,xslF345X03/rrd404168.xml,0
2014-03-05,2014,4,0001181431-14-011156,xslF345X03/rrd403757.xml,0
2014-03-05,2014,8-K,0001193125-14-084697,d684095d8k.htm,0
2014-03-04,2014,4,0001181431-14-010723,xslF345X03/rrd403925.xml,0
2014-03-04,2014,4,0001181431-14-010722,xslF345X03/rrd403923.xml,0
2014-03-04,2014,4,0001181431-14-010721,xslF345X03/rrd403922.xml,0
2014-03-04,2014,4,0001181431-14-010719,xslF345X03/rrd403921.xml,0
2014-03-04,2014,4,0001181431-14-010717,xslF345X03/rrd403920.xml,0
2014-03-04,2014,4,0001181431-14-010713,xslF345X03/rrd403919.xml,0
2014-03-04,2014,4,0001181431-14-010711,xslF345X03/rrd403918.xml,0
2014-02-27,2014,4,0001181431-14-009735,xslF345X03/rrd403790.xml,0
2014-02-12,2014,4,0001181431-14-006584,xslF345X03/rrd401059.xml,0
2014-02-12,2014,4,0001181431-14-006582,xslF345X03/rrd401067.xml,0
2014-02-12,2014,4,0001181431-14-006581,xslF345X03/rrd401076.xml,0
2014-02-12,2014,4,0001181431-14-006580,xslF345X03/rrd401079.xml,0
2014-02-12,2014,4,0001181431-14-006579,xslF345X03/rrd401081.xml,0
2014-02-10,2014,PX14A6G,0000928464-14-000013,aaplpx14a6g021014.htm,0
2014-02-10,2014,PX14A6G,0001214659-14-001019,m210141px14a6g.htm,0
2014-02-07,2014,PX14A6G,0000928464-14-000010,aaplpx14a6gno2020714.htm,0
2014-02-07,2014,PX14A6G,0000928464-14-000008,aaplpx14a6g020714.htm,0
2014-02-04,2014,4,0001181431-14-005068,xslF345X03/rrd401089.xml,0
2014-02-04,2014,4,0001181431-14-005067,xslF345X03/rrd401114.xml,0
2014-02-04,2014,4,0001181431-14-005066,xslF345X03/rrd401118.xml,0
